ID	Label EN	Definition EN	Label FR	Definition FR	Label ES	Definition ES	Comment	Comment2	Definition Source	See Also	Editor	Annotation	Type	Parent Class	Equivalent Class	Domain	Range	Individual has value	TYPE
HP:0033416	Hip adductor weakness													(PROMOT:2000005 some http://id.who.int/icd/entity/1789365017)|(PROMOT:2000005 some http://id.who.int/icd/entity/2048203604)					
HP:0033454	Tube feeding											Congenital myasthenic syndrom HPO DB associations|Congenital myopathy Scoping review|Congenital myopathy HPO KB associations							
HP:0033454	Tube feeding													(PROMOT:2000005 some http://id.who.int/icd/entity/1328675264)|(PROMOT:2000005 some http://id.who.int/icd/entity/553784299)					
HP:0033466	Weak grip											Oculopharyngeal muscular dystrophy Patient form							
HP:0033466	Weak grip													(PROMOT:2000005 some http://id.who.int/icd/entity/1789365017)					
HP:0033580	Compound motor action potential abnormality											Congenital myasthenic syndrom Scoping review							
HP:0033667	Diminished mental health											Oculopharyngeal muscular dystrophy Survey							
HP:0033695	Occupational disability											Oculopharyngeal muscular dystrophy Survey							
HP:0033695	Occupational disability													(PROMOT:2000005 some http://id.who.int/icd/entity/49044301)|(PROMOT:2000005 some http://id.who.int/icd/entity/73014515)					
HP:0033994	Dependency on parenteral nutrition											Congenital myopathy Scoping review							
HP:0033994	Dependency on parenteral nutrition													(PROMOT:2000005 some http://id.who.int/icd/entity/1328675264)|(PROMOT:2000005 some http://id.who.int/icd/entity/553784299)					
HP:0040081	Abnormal circulating creatine kinase concentration											Congenital myasthenic syndrom Scoping review|Congenital myopathy Scoping review|Congenital myopathy HPO KB associations							
HP:0040288	Nasogastric tube feeding											Congenital myopathy Scoping review|Congenital myopathy HPO KB associations							
HP:0040288	Nasogastric tube feeding													(PROMOT:2000005 some http://id.who.int/icd/entity/1328675264)|(PROMOT:2000005 some http://id.who.int/icd/entity/553784299)					
HP:0200136	Oral-pharyngeal dysphagia											Oculopharyngeal muscular dystrophy Article|Oculopharyngeal muscular dystrophy Survey|Congenital myasthenic syndrom Scoping review|Congenital myopathy Scoping review							
HP:0200136	Oral-pharyngeal dysphagia													(PROMOT:2000005 some http://id.who.int/icd/entity/923782542)|(PROMOT:2000005 some http://id.who.int/icd/entity/1328675264)|(PROMOT:2000005 some http://id.who.int/icd/entity/553784299)					
HP:6000327	Thoracic cage flatness											Congenital myopathy Scoping review							
HP:6001011	Wet voice											Oculopharyngeal muscular dystrophy Survey							
HP:6001011	Wet voice													(PROMOT:2000005 some http://id.who.int/icd/entity/1846694084)|(PROMOT:2000005 some http://id.who.int/icd/entity/151046878)					
IAO:0000030	information content entity													BFO:0000031					
IAO:0020000	identifier													(PROMOT:2000006 exactly 1 NCBITaxon:9606)					
ID	A rdfs:label	>AL IAO:0000115@en	>AL rdfs:label@fr	>AL IAO:0000115@fr	>AL rdfs:label@es	>AL IAO:0000115@es	A rdfs:comment	A rdfs:comment	>A IAO:0000119	AI rdfs:seeAlso	A IAO:0000117	A PROMOT:1000001 SPLIT=|	TYPE	SC % SPLIT=|	EC %	DOMAIN	RANGE	TI SIO:000300 exactly %	TYPE
NCBITaxon:9606	Homo sapiens													SIO:010000|(SIO:000217 some SIO:010057)					
PROMOT:0000001	genetic mutation	A sequence alteration that is very rare allele in a population.	mutation génetique	Une altération génétique qui est rare dans une population.	mutación genética	Una alteración genética que es rara en una población. 	JP: Translated to spanish using Bing Translator	Gene Ontology Resource 	GENO:0000492		https://orcid.org/0009-0000-5160-7927			BFO:0000002|(SIO:000217 some SIO:001268)|(RO:0004013 some http://www.orpha.net/ORDO/Orphanet_377788)					
PROMOT:0000002	PABPN1 mutation	A sequence alteration located within the PABPN1 gene.	mutation du gène PABPN1	Une altération génétique située au niveau du gène PABPN1.	mutación del gen PAPBN1	Una alteración genética ubicada en el gen PABPN1.	JP: Translated to spanish using Bing Translator	Related to oculopharyngeal muscular dystrophy			https://orcid.org/0009-0000-5160-7927			PROMOT:0000001					
PROMOT:0000003	RYR1 mutation	A sequence alteration located within the RYR1 gene.	mutation du gène RYR1	Une altération génétique située au niveau du gène RYR1.	mutación del gen RYR1	Una alteración genética ubicada en el gen RYR1.	JP: Translated to spanish using Bing Translator	Related to congenital myopathies			https://orcid.org/0009-0000-5160-7927			PROMOT:0000001					
PROMOT:0000004	TTN mutation	A sequence alteration located within the TTN gene.	mutation du gène TTN	Une altération génétique située au niveau du gène TTN.	mutación del gen TTN	Una alteración genética ubicada en el gen TTN.	JP: Translated to spanish using Bing Translator	Related to congenital myopathies			https://orcid.org/0009-0000-5160-7927			PROMOT:0000001					
PROMOT:0000005	NEB mutation	A sequence alteration located within the NEB gene.	mutation du gène NEB	Une altération génétique située au niveau du gène NEB.	mutación del gen NEB	Una alteración genética ubicada en el gen NEB.	JP: Translated to spanish using Bing Translator	Related to congenital myopathies			https://orcid.org/0009-0000-5160-7927			PROMOT:0000001					
PROMOT:0000006	MTM1 mutation	A sequence alteration located within the MTM1 gene.	mutation du gène NMTM1	Une altération génétique située au niveau du gène MTM1.	mutación del gen NMTM1	Una alteración genética ubicada en el gen MTM1.	JP: Translated to spanish using Bing Translator	Related to congenital myopathies			https://orcid.org/0009-0000-5160-7927			PROMOT:0000001					
PROMOT:0000007	ACTA1 mutation	A sequence alteration located within the ACTA1 gene.	mutation du gène ACTA1	Une altération génétique située au niveau du gène ACTA1.	mutación del gen ACTA1	Una alteración genética ubicada en el gen ACTA1.	JP: Translated to spanish using Bing Translator	Related to congenital myopathies			https://orcid.org/0009-0000-5160-7927			PROMOT:0000001					
PROMOT:0000008	SELENON mutation	A sequence alteration located within the SELENON gene.	mutation du gène SELENON	Une altération génétique située au niveau du gène SELENON.	mutación del gen SELENON	Una alteración genética ubicada en el gen SELENON. 	JP: Translated to spanish using Bing Translator	Related to congenital myopathies			https://orcid.org/0009-0000-5160-7927			PROMOT:0000001					
PROMOT:0000009	CHRNE mutation	A sequence alteration located within the CHRNE gene.	mutation du gène CHRNE	Une altération génétique située au niveau du gène CHRNE.	mutación del gen CHRNE	Una alteración genética ubicada en el gen CHRNE.	JP: Translated to spanish using Bing Translator	Related to congenital myasthenic syndromes			https://orcid.org/0009-0000-5160-7927			PROMOT:0000001					
PROMOT:0000010	DOK7 mutation	A sequence alteration located within the DOK7 gene.	mutation du gène DOK7	Une altération génétique située au niveau du gène DOK7.	mutación del gen DOK7	Una alteración genética ubicada en el gen DOK7.	JP: Translated to spanish using Bing Translator	Related to congenital myasthenic syndromes			https://orcid.org/0009-0000-5160-7927			PROMOT:0000001					
PROMOT:0000011	COLQ mutation	A sequence alteration located within the COLQ gene.	mutation du gène COLQ	Une altération génétique située au niveau du gène COLQ.	mutación del gen COLQ	Una alteración genética ubicada en el gen COLQ.	JP: Translated to spanish using Bing Translator	Related to congenital myasthenic syndromes			https://orcid.org/0009-0000-5160-7927			PROMOT:0000001					
PROMOT:0000012	RAPSN mutation	A sequence alteration located within the RAPSN gene.	mutation du gène RAPSN	Une altération génétique située au niveau du gène RAPSN.	mutación del gen RAPSN	Una alteración genética ubicada en el gen RAPSN.	JP: Translated to spanish using Bing Translator	Related to congenital myasthenic syndromes			https://orcid.org/0009-0000-5160-7927			PROMOT:0000001					
PROMOT:0000013	GFPT1 mutation	A sequence alteration located within the GFPT1 gene.	mutation du gène GFPT1	Une altération génétique située au niveau du gène GFPT1.	mutación del gen GFPT1	Una alteración genética ubicada en el gen GFPT1.	JP: Translated to spanish using Bing Translator	Related to congenital myasthenic syndromes			https://orcid.org/0009-0000-5160-7927			PROMOT:0000001					
PROMOT:0000014	GMPPB mutation	A sequence alteration located within the GMPPB gene.	mutation du gène GMPPB	Une altération génétique située au niveau du gène GMPPB.	mutación del gen GMPPB	Una alteración genética ubicada en el gen GMPPB.	JP: Translated to spanish using Bing Translator	Related to congenital myasthenic syndromes			https://orcid.org/0009-0000-5160-7927			PROMOT:0000001					
PROMOT:0000015	Phenotypically related anatomical entity	An anatomical entity related to a phenotype such that the anatomical entity is the location of the phenotype.	Entité anatomique liée à un phénotype		entidad anatómica relacionada con un fenotipo 			(JP : unsure, attention au lien avec les body structures)			Paul Fabry, https://orcid.org/0009-0000-5160-7927			FMA:62955|(SIO:000235 some HP:0000118)	(FMA:62955 and (SIO:000235 some HP:0000118))				
PROMOT:0000016	Phenotypically related body structure	A body structure related to a phenotype such that the body structure is the location of the phenotype.	Structure anatomique liée à un phénotype		estructura corporala relacionada con un fenotipo 			(JP: unsure about definition)			Paul Fabry, https://orcid.org/0009-0000-5160-7927			http://id.who.int/icd/entity/1626363729|(SIO:000235 some HP:0000118)	(http://id.who.int/icd/entity/1626363729 and (SIO:000235 some HP:0000118))				
PROMOT:0000017	Phenotypically related body function	A body function related to a phenotype such that the body function is impacted by the phenotype existence.	Fonction organique liée à un phénotype		función corporala relacionada con un fenotipo 			(JP: unsure about definition)			Paul Fabry, https://orcid.org/0009-0000-5160-7927			http://id.who.int/icd/entity/567313968|(SIO:000001 some HP:0000118)	(http://id.who.int/icd/entity/567313968 and (SIO:000001 some HP:0000118))				
PROMOT:0000018	Activity or participation related body structure	Body structure that affects an activity or a participation.	Structure anatomique liée à une activité ou une participation	Une structure anatomique qui est impliquée dans une activité ou participation.	estructura corporala relacionada con una actividad o una participación						https://orcid.org/0009-0000-5160-7927			http://id.who.int/icd/entity/1626363729|(RO:0002331 some http://id.who.int/icd/entity/1394728112)	(http://id.who.int/icd/entity/1626363729 and (RO:0002331 some http://id.who.int/icd/entity/1394728112))				
PROMOT:0000019	Activity or participation related body function	Body function that affects an activity or a participation.	Fonction organique liée à une activité ou une participation	Une fonction organique qui est impliquée dans une activité ou participation.	función corporala relacionada con una actividad o una participación						https://orcid.org/0009-0000-5160-7927			http://id.who.int/icd/entity/567313968|(RO:0002331 some http://id.who.int/icd/entity/1394728112)	(http://id.who.int/icd/entity/567313968 and (RO:0002331 some http://id.who.int/icd/entity/1394728112))				
PROMOT:0000020	Phenotypically related procedure		Procédure liée à un phénotype	Une procédure qui diagnostique un phénotype							https://orcid.org/0009-0000-5160-7927			SNOMED:128927009|(PROMOT:2000002 some HP:0000118)	(SNOMED:128927009 and (PROMOT:2000002 some HP:0000118))				
PROMOT:0000021	Body function related procedure		Procédure liée à une fonction organique	Une procédure qui évalue une fonction organique							https://orcid.org/0009-0000-5160-7927			SNOMED:128927009|(PROMOT:2000002 some http://id.who.int/icd/entity/567313968)	(SNOMED:128927009 and (PROMOT:2000002 some http://id.who.int/icd/entity/567313968))				
PROMOT:0000022	Body structure related procedure		Procédure liée à un structure anatomique	Une procédure qui évalue une structure anatomique							https://orcid.org/0009-0000-5160-7927			SNOMED:128927009|(PROMOT:2000002 some http://id.who.int/icd/entity/1626363729)	(SNOMED:128927009 and (PROMOT:2000002 some http://id.who.int/icd/entity/1626363729))				
PROMOT:0000023	Activity or participation related procedure		Procédure liée à une activité ou une participation	Une procédure qui évalue une activité ou participation							https://orcid.org/0009-0000-5160-7927			SNOMED:128927009|(PROMOT:2000002 some http://id.who.int/icd/entity/1394728112)	(SNOMED:128927009 and (PROMOT:2000002 some http://id.who.int/icd/entity/1394728112))				
PROMOT:0000024	Body structure related anatomical entity		Entité anatomique liée à une structure anatomique								https://orcid.org/0009-0000-5160-7927			FMA:62955|(SIO:000061 some http://id.who.int/icd/entity/1626363729)	(FMA:62955 and (SIO:000061 some http://id.who.int/icd/entity/1626363729))				
PROMOT:0000025	patient	A patient.	patient	Un patient	Paciente	Un paciente	JP: Translated to spanish using Bing Translator				https://orcid.org/0009-0000-5160-7927			NCBITaxon:9606|(PROMOT:2000004 some PROMOT:0000001)|(SIO:000217 some SIO:010057)|(RO:0002200 some HP:0000118)					
PROMOT:0000026	abnormal disposition	A disposition that differs from the norm, such as a disease or a phenotypic abnormality	disposition anormale	Une disposition qui dévie de la norme, comme une maladie ou une anormalité phénotypique,	disposición anormal 			(to validate)			https://orcid.org/0009-0000-5160-7927			BFO:0000016					
PROMOT:0000027	statement	A statement about an entity such as a person or an process to state details about them.	énoncé au sujet d’une entité	Un énoncé au sujet d’une entité telle qu’une personne ou un processus qui apporte des informations à leur sujet.	declaración sobre una entidad 	Una declaración sobre una entidad como una persona o un proceso que brinda información sobre ellos. 	JP: Translated to spanish using Bing Translator				https://orcid.org/0009-0000-5160-7927			IAO:0000030					
PROMOT:0000028	statement about a human													(RO:0002351 some NCBITaxon:9606)|(RO:0002351 some http://snomed.info/id/184099003)|(RO:0002351 some PROMOT:0000038)|(RO:0002351 some http://snomed.info/id/399753006)|(RO:0002351 some PROMOT:0000040)|(RO:0002351 some PROMOT:0000066)|(RO:0002351 some PROMOT:0000041)|(RO:0002351 some PROMOT:0000043)|(RO:0002351 some http://snomed.info/id/184305005)|(RO:0002351 some PROMOT:0000042)					
PROMOT:0000028	statement about a human	A statement that describe a human.	Énoncé concernant un être humain	Un énoncé au sujet d’un être humain qui apporte des informations à son sujet.	Declaración sobre un ser humano						https://orcid.org/0009-0000-5160-7927			PROMOT:0000027					
PROMOT:0000029	statement about a patient													(RO:0002351 some PROMOT:0000025)|(RO:0002351 some http://snomed.info/id/399423000)|(RO:0002351 some http://snomed.info/id/315354004)|(RO:0002351 some http://snomed.info/id/57427004)|(RO:0002351 some http://snomed.info/id/424850005)|(RO:0002351 some http://snomed.info/id/423493009)|(RO:0002351 some http://snomed.info/id/432213005)|(RO:0002351 some PROMOT:0000039)|(RO:0002351 some http://snomed.info/id/406543005)|(RO:0002351 some http://snomed.info/id/27113001)|(RO:0002351 some http://snomed.info/id/1153637007)|(RO:0002351 some http://snomed.info/id/60621009)|(RO:0002351 some http://snomed.info/id/398192003)|(RO:0002351 some http://snomed.info/id/33821000087103)|(RO:0002351 some http://snomed.info/id/186034007)|(RO:0002351 some http://snomed.info/id/184104002)|(RO:0002351 some http://snomed.info/id/224288002)|(RO:0002351 some http://snomed.info/id/125680007)|(RO:0002351 some SNOMED:224118004)|(RO:0002351 some PROMOT:0000077)|(RO:0002351 some PROMOT:0000078)					
PROMOT:0000029	statement about a patient	A statement regarding a patient to state details about them.	énoncé concernant un patient	Un énoncé au sujet d’un patient qui apporte des informations à son sujet.	declaración sobre un paciente	Una declaración sobre un paciente que aporta información sobre él. 	JP: Translated to spanish using Bing Translator				https://orcid.org/0009-0000-5160-7927			PROMOT:0000028					
PROMOT:0000030	statement about a phenotype													(RO:0002351 some HP:0000118)|(RO:0002351 some http://snomed.info/id/298059007)|(RO:0002351 some PROMOT:0000037)|(RO:0002351 some PROMOT:0000035)|(RO:0002351 some PROMOT:0000036)|(RO:0002351 some ECO:0006151)|(RO:0002351 some PROMOT:0000107)|(RO:0002351 some PROMOT:0000108)					
PROMOT:0000030	statement about a phenotype	A statement regarding a phenotype to state details about it.	énoncé concernant un phénotype	Un énoncé au sujet d’un phénotype qui apporte des informations à son sujet.	declaración sobre un fenotipo	Una declaración sobre un fenotipo que aporta información sobre él. 	JP: Translated to spanish using Bing Translator	BIH-CEI rd-cdm: Repo for the ontology-based rare disease common data model harmonising international registry use, FHIR, and Phenopackets 			https://orcid.org/0009-0000-5160-7927			PROMOT:0000027					
PROMOT:0000031	statement about a procedure													(RO:0002351 some http://snomed.info/id/128927009)|(RO:0002351 some http://snomed.info/id/439272007)|(RO:0002351 some PROMOT:0000033)					
PROMOT:0000031	statement about a procedure	A statement regarding a procedure to describe it.	énoncé au sujet d’une procédure	Un énoncé au sujet d’un processus qui apporte des informations à son sujet.		Una declaración sobre un proceso que aporta información sobre él. 	JP: Translated to spanish using Bing Translator				https://orcid.org/0009-0000-5160-7927			PROMOT:0000027					
PROMOT:0000032	statement about a consent													(RO:0002351 some PROMOT:0000097)|(RO:0002351 some PROMOT:0000098)|(RO:0002351 some PROMOT:0000089)|(RO:0002351 some PROMOT:0000096)					
PROMOT:0000032	statement about a consent													PROMOT:0000027					
PROMOT:0000033	result of procedure	A statement regarding the result of procedure.	résultat d’une procédure								https://orcid.org/0009-0000-5160-7927			SNOMED:363787002					
PROMOT:0000034	Date	Time indication that refers to a specific day and usually includes mention of the month and/or the year according to a specific calendar system.	Date	Une indication de temps qui réfère à un jour spécifique et qui comprend habituellement la mention du mois et de l’année en fonction d’un système calendaire donné.	fecha 						https://orcid.org/0009-0000-5160-7927			SNOMED:363787002					
PROMOT:0000035	Date of assessment													PROMOT:0000034					
PROMOT:0000036	Date of resolution	The date when an abnormal disposition disapears such as a disease or a phenotypic abnormality.	date de résolution	Une date à laquelle une disposition anormale, telle qu’une maladie ou un phénotype, cesse d’exister. 	Fecha de resolución 	Une date à laquelle une disposition anormale, telle qu’une maladie ou un phénotype, cesse d’exister. 	JP: Translated to spanish using Bing Translator				https://orcid.org/0009-0000-5160-7927			PROMOT:0000034					
PROMOT:0000037	Year of onset													SNOMED:363787002					
PROMOT:0000038	Year of birth	Time indication that refers to a specific year according to a specific calendar system.	Année de naissance	Une indication de temps qui réfère à une année spécifique selon un système calendaire donné.	año de nacimiento 						https://orcid.org/0009-0000-5160-7927			SNOMED:363787002					
PROMOT:0000039	Year of diagnosis													SNOMED:363787002					
PROMOT:0000040	Year of death													SNOMED:363787002					
PROMOT:0000041	Age													SNOMED:363787002					
PROMOT:0000042	Age at death													SNOMED:363787002					
PROMOT:0000043	Age Category		tranche d’âge		grupo de edad			Graefe, A.S.L., Hübner, M.R., Rehburg, F. et al. An ontology-based rare disease common data model harmonising international registries, FHIR, and Phenopackets. Sci Data 12, 234 (2025). https://doi.org/10.1038/s41597-025-04558-z		HP:0003674				SNOMED:363787002					
PROMOT:0000044	Adulthood	Age category including people of 16 years old and above.	âge adulte	Une tranche d’âge incluant les personnes de 16 ans et plus.	edad adulta	Un grupo de edad que incluye a las personas de 16 años y más. 	JP: Translated to spanish using Bing Translator		HP:0003581	HP:0003674	https://orcid.org/0009-0000-5160-7927			PROMOT:0000043					
PROMOT:0000045	Late adulthood	Age category including people of 60 years old and above.	âge avancé	Une tranche d’âge incluant les personnes de 60 ans et plus.	edad avanzada	Un grupo de edad que incluye a las personas de 60 años y más. 	JP: Translated to spanish using Bing Translator		HP:0003584	HP:0003674	https://orcid.org/0009-0000-5160-7927			PROMOT:0000044					
PROMOT:0000046	Middle adulthood	Age category including people between 40 and 59 years old (inclusive).	âge moyen	Une tranche d’âge incluant les personnes de 40 à 59 ans inclus.	edad media	Un grupo de edad que incluye a las personas de 40 a 59 años incluidos. 	JP: Translated to spanish using Bing Translator			HP:0003674	https://orcid.org/0009-0000-5160-7927			PROMOT:0000044					
PROMOT:0000047	Young adulthood	Age category including people between 16 and 39 years old (inclusive).	jeune adulte	Une tranche d’âge incluant les personnes entre 16 et 39 ans inclus.	joven adulto	Un grupo de edad que incluye a las personas de 16 a 39 años incluidos. 	JP: Translated to spanish using Bing Translator			HP:0003674	https://orcid.org/0009-0000-5160-7927			PROMOT:0000044					
PROMOT:0000048	Early young adulthood	Age category including people between 16 and 18 years old (inclusive).	début de l’âge adulte	Une tranche d’âge incluant les personnes entre 16 et 18 ans inclus.		Un grupo de edad que incluye a las personas de 16 a 18 años incluidos. 	JP: Translated to spanish using Bing Translator			HP:0003674	https://orcid.org/0009-0000-5160-7927			PROMOT:0000047					
PROMOT:0000049	Intermediate young adulthood	Age category including people between 19 and 24 years old (inclusive).	âge intermédiaire	Une tranche d’âge incluant les personnes entre 19 et 24 ans inclus.	edad intermedia	Un grupo de edad que incluye a las personas de 19 a 24 años incluidos. 	JP: Translated to spanish using Bing Translator			HP:0003674	https://orcid.org/0009-0000-5160-7927			PROMOT:0000047					
PROMOT:0000050	Late young adulthood	Age category including people between 25 and 39 years old (inclusive).	fin du début de l’âge adulte	Une tranche d’âge incluant les personnes entre 25 et 39 ans inclus.		Un grupo de edad que incluye a las personas de 25 a 39 años incluidos. 	JP: Translated to spanish using Bing Translator	This term includes the full 19th year of age up to the completed 25th year of age (i.e., less than the 25th birthday). [from: HP:0025709]	HP:0025709	HP:0003674	https://orcid.org/0009-0000-5160-7927			PROMOT:0000047					
PROMOT:0000051	Antenatal age	Age category prior to birth	âge anténatal	Une tranche d’âge				This term includes the full 25th year of age up to the completed 40th year of age (i.e., less than the 40th birthday). [from: HP:0025710]	HP:0025710	HP:0003674	https://orcid.org/0009-0000-5160-7927			PROMOT:0000043					
PROMOT:0000052	Embryonal	Category up to 8 weeks following fertilization (corresponding to 10 weeks of gestation).	âge embryonnaire							HP:0003674	https://orcid.org/0009-0000-5160-7927			PROMOT:0000051					
PROMOT:0000053	Fetal	Age prior to birth but after 8 weeks of embryonic development (corresponding to a gestational age of 10 weeks).	âge foetal							HP:0003674	https://orcid.org/0009-0000-5160-7927			PROMOT:0000051					
PROMOT:0000054	Late first trimester	Category prior to birth in the first trimester during the early fetal period, which is defined as 11 0/7 to 13 6/7 weeks of gestation (inclusive).	âge vers la fin du premier trimestre de grossesse							HP:0003674	https://orcid.org/0009-0000-5160-7927			PROMOT:0000053					
PROMOT:0000055	Second trimester	Category prior to birth during the second trimester, which comprises the range of gestational ages from 14 0/7 weeks to 27 6/7 (inclusive).	âge compris dans le second trimestre de grossesse							HP:0003674	https://orcid.org/0009-0000-5160-7927			PROMOT:0000053					
PROMOT:0000056	Third trimester	Category prior to birth during the third trimester, which is defined as 28 weeks and zero days (28+0) of gestation and beyond.	âge compris dans le troisième trimestre de grossesse							HP:0003674	https://orcid.org/0009-0000-5160-7927			PROMOT:0000053					
PROMOT:0000057	Congenital	Time of birth	âge correspondant à la naissance							HP:0003674	https://orcid.org/0009-0000-5160-7927			PROMOT:0000043					
PROMOT:0000058	Neonatal age	Age within the first 28 days of life.	âge néonatal							HP:0003674	https://orcid.org/0009-0000-5160-7927			PROMOT:0000043					
PROMOT:0000059	Pediatric age	Age category before adulthood, defined here as before the age of 16 years, but excluding neonatal or congenital onset. It includes people from the age of	âge pédiatrique							HP:0003674	https://orcid.org/0009-0000-5160-7927			PROMOT:0000043					
PROMOT:0000060	Childhood	Age category including people from 1 to 4 years old (inclusive).	Âge compris dans l’enfance	Une tranche d’âge incluant les personnes de 1 à 4 ans inclus.	infancia	Un grupo de edad que incluye a las personas de 1 a 4 años incluidos. 	JP: Translated to spanish using Bing Translator	This term refers to ages up to but not including the fifth birthday (see Juvenile onset). [from: HP:0011463]	HP:0011463	HP:0003674	https://orcid.org/0009-0000-5160-7927			PROMOT:0000059					
PROMOT:0000061	Infantile age	Age category including people from 28 days to 1 year old.	âge infantile	Une tranche d’âge incluant les personnes de 28 jours à 1 an inclus.	edad infantil					HP:0003674	https://orcid.org/0009-0000-5160-7927			PROMOT:0000059					
PROMOT:0000062	Juvenile age	Age category including people between 5 and 15 years old (inclusive).	âge juvénile	Une tranche d’âge incluant les personnes entre 5 et 15 ans inclus.	edad juvenil	Un grupo de edad que incluye a las personas de 5 a 15 años incluidos. 	JP: Translated to spanish using Bing Translator			HP:0003674	https://orcid.org/0009-0000-5160-7927			PROMOT:0000059					
PROMOT:0000063	Perimenopausal age	Age category including people undergoing perimenopause.	âge périménopausal	Une tranche d’âge contenant tous les âges associés à la périménopause.	edad perimenopáusica 					HP:0003674	https://orcid.org/0009-0000-5160-7927			PROMOT:0000043					
PROMOT:0000064	Postmenopausal age	Age category including people undergoing postmenopause.	âge postménopausal	Une tranche d’âge contenant tous les âges associés à la postménopause.	edad posmenopáusica 					HP:0003674	https://orcid.org/0009-0000-5160-7927			PROMOT:0000043					
PROMOT:0000065	Puerpural age	Age category including ages refering to childbirth or period after childbirth.	âge puerpéral	Une tranche d’âge contenant tous les âges qui se rapportent à l’accouchement ou à la période qui suit.	edad puerperal 					HP:0003674	https://orcid.org/0009-0000-5160-7927			PROMOT:0000043					
PROMOT:0000066	Sex at birth	Asigned anatomical sex at birth.	sexe à la naissance	Le sexe anatomique à la naissance							https://orcid.org/0009-0000-5160-7927			SNOMED:363787002					
PROMOT:0000067	Female sex at birth	Anatomical sex stated as female at birth.	sexe à la naissance féminin	Un sexe anatomique déclaré féminin à la naissance							https://orcid.org/0009-0000-5160-7927			PROMOT:0000066					
PROMOT:0000068	Intersex at birth	Anatomical sex stated as intersex at birth.	intersexe à la naissance	Un sexe anatomique déclaré intersexe à la naissance							https://orcid.org/0009-0000-5160-7927			PROMOT:0000066					
PROMOT:0000069	Male sex at birth	Anatomical sex stated as male at birth.	sexe à la naissance masculin	Un sexe anatomique déclaré masculin à la naissance							https://orcid.org/0009-0000-5160-7927			PROMOT:0000066					
PROMOT:0000070	Patient sex at birth unknown	Anatomical sex at birth unkown.	sexe à la naissance inconnu		sexo al nacer desconocido						https://orcid.org/0009-0000-5160-7927			PROMOT:0000066					
PROMOT:0000071	Sex at birth not recorded	Sex not recorded at birth.	sexe à la naissance non renseigné					UNSURE : not really a class			https://orcid.org/0009-0000-5160-7927			PROMOT:0000070					
PROMOT:0000072	Female gender identity	Gender identity of a person that identify as a girl or as a woman.		Une identité de genre féminin							https://orcid.org/0009-0000-5160-7927			SNOMED:33821000087103					
PROMOT:0000073	Identifies as nonbinary gender	Gender identity of a person that identify nor as a male nor as a female.									https://orcid.org/0009-0000-5160-7927			SNOMED:33821000087103					
PROMOT:0000074	Male gender identity	Gender identity of a person that identify as a boy or as a man.		Une identité de genre masculin							https://orcid.org/0009-0000-5160-7927			SNOMED:33821000087103					
PROMOT:0000075	Gender identity unknown													SNOMED:33821000087103					
PROMOT:0000076	Gender identity not recorded													PROMOT:0000075					
PROMOT:0000077	Nb of previous pregnancies	Number of precious pregnancies of an individual that includes pregancies that did not reach their end.	nombre de grossesses	Le nombre de grossesses d’un individu qui inclut les grossesses qui ne se sont pas terminées.							https://orcid.org/0009-0000-5160-7927			SNOMED:160476009					
PROMOT:0000078	Patient at risk of fall													SNOMED:363787002					
PROMOT:0000079	unkown life status	A life status that is unkown.	état vital inconnu	Un état vital inconnu.	estado vital desconocido						https://orcid.org/0009-0000-5160-7927			SIO:010057					
PROMOT:0000080	unrecorded life status													PROMOT:0000079					
PROMOT:0000081	unknown transmission	UNSURE : TO CHANGE INTO QUALIFIERS	Transmission inconnue		desconocido									SIO:001268					
PROMOT:0000082	unrecorded transmission													PROMOT:0000081					
PROMOT:0000083	Unrecorded health status													HP:0032319					
PROMOT:0000084	presence qualifier	A qualifier for stating the presence, absence or uncertainty of a phenotype instance.	Qualité qualifiant l’existance d’une entité	Un qualité qui statue de la présence, de l’absence ou de l’incertitude de l’existence d’un phénotype.							https://orcid.org/0009-0000-5160-7927			BFO:0000019|(SIO:000218 some HP:0000118)					
PROMOT:0000085	absent	A qualifier for an instance of a phenotype which is absent.	absent	Une qualité qui statue de l’absence d’un phénotype.							https://orcid.org/0009-0000-5160-7927			PROMOT:0000084					
PROMOT:0000086	present	Qualifies an instance of a phenotype as present.	présent	Une qualité qui statue de la présence d’un phénotype.							https://orcid.org/0009-0000-5160-7927			PROMOT:0000084					
PROMOT:0000087	presence unsure	Qualifies an instance of a phenotype as unsure.	incertain	Une qualité qui statue de l’incertitude de la présence ou non d’un phénotype.							https://orcid.org/0009-0000-5160-7927			PROMOT:0000084					
PROMOT:0000088	presence unrecorded										https://orcid.org/0009-0000-5160-7927			PROMOT:0000087					
PROMOT:0000089	Consent status	An information about the consent status of a patient	Status du consentement		estado del consentimiento 		RD-CDM	Graefe, A.S.L., Hübner, M.R., Rehburg, F. et al. An ontology-based rare disease common data model harmonising international registries, FHIR, and Phenopackets. Sci Data 12, 234 (2025). https://doi.org/10.1038/s41597-025-04558-z						SNOMED:363787002					
PROMOT:0000090	Pending		En attente				RD-CDM	Graefe, A.S.L., Hübner, M.R., Rehburg, F. et al. An ontology-based rare disease common data model harmonising international registries, FHIR, and Phenopackets. Sci Data 12, 234 (2025). https://doi.org/10.1038/s41597-025-04558-z						PROMOT:0000089					
